,text,event_type,clean_text
732,Sidney Govou (Evian Thonon Gaillard) wins a free kick on the right wing.,8,sidney govou evian thonon gaillard win free kick right wing
733,"Corner,  Evian Thonon Gaillard. Conceded by Steeve Elana.",2,corner evian thonon gaillard concede steeve elana
734,Attempt blocked. Eric TiA© Bi (Evian Thonon Gaillard) left footed shot from outside the box is blocked.,1,attempt block eric tia bi evian thonon gaillard leave foot shot outside box block
735,"Corner,  Evian Thonon Gaillard. Conceded by Paul Baysse.",2,corner evian thonon gaillard concede paul baysse
736,Attempt missed. Sidney Govou (Evian Thonon Gaillard) header from the centre of the box misses to the left. Assisted by Ali Mmadi with a cross following a corner.,1,attempt miss sidney govou evian thonon gaillard header centre box miss leave assisted ali mmadi cross follow corner
737,Foul by Eric TiA© Bi (Evian Thonon Gaillard).,3,foul eric tia bi evian thonon gaillard
738,Jonathan AyitA© (Brest) wins a free kick on the right wing.,8,jonathan ayita brest win free kick right wing
739,"Attempt missed. Paul Baysse (Brest) header from the centre of the box is close, but misses to the left. Assisted by Bruno Grougi with a cross following a set piece situation.",1,attempt miss paul baysse brest header centre box close miss leave assisted bruno grougi cross follow set piece situation
740,"Corner,  Evian Thonon Gaillard. Conceded by Johan Martial.",2,corner evian thonon gaillard concede johan martial
741,CA©dric Cambon (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,cadric cambon evian thonon gaillard win free kick defensive half
742,Foul by Nolan Roux (Brest).,3,foul nolan roux brest
743,Nolan Roux (Brest) is shown the yellow card for a bad foul.,4,nolan roux brest show yellow card bad foul
744,Benoit Lesoimier (Brest) wins a free kick on the left wing.,8,benoit lesoimier brest win free kick leave wing
745,Foul by Jerome Leroy (Evian Thonon Gaillard).,3,foul jerome leroy evian thonon gaillard
746,Benoit Lesoimier (Brest) wins a free kick in the attacking half.,8,benoit lesoimier brest win free kick attack half
747,Foul by Aldo Angoula (Evian Thonon Gaillard).,3,foul aldo angoula evian thonon gaillard
748,Attempt saved. Jonathan AyitA© (Brest) header from the centre of the box is saved in the top right corner. Assisted by Bruno Grougi with a cross.,1,attempt save jonathan ayita brest header centre box save top right corner assist bruno grougi cross
749,Ali Mmadi (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,ali mmadi evian thonon gaillard win free kick defensive half
750,Foul by Ousmane Coulibaly (Brest).,3,foul ousmane coulibaly brest
751,Nolan Roux (Brest) wins a free kick on the left wing.,8,nolan roux brest win free kick leave wing
752,Aldo Angoula (Evian Thonon Gaillard) is shown the yellow card for a bad foul.,4,aldo angoula evian thonon gaillard show yellow card bad foul
753,Benoit Lesoimier (Brest) wins a free kick on the left wing.,8,benoit lesoimier brest win free kick leave wing
754,Foul by Sidney Govou (Evian Thonon Gaillard).,3,foul sidney govou evian thonon gaillard
755,Attempt missed. Jonathan AyitA© (Brest) right footed shot from outside the box misses to the left. Assisted by Nolan Roux.,1,attempt miss jonathan ayita brest right foot shot outside box miss leave assisted nolan roux
756,"Corner,  Evian Thonon Gaillard. Conceded by Ousmane Coulibaly.",2,corner evian thonon gaillard concede ousmane coulibaly
757,Foul by CA©dric Cambon (Evian Thonon Gaillard).,3,foul cadric cambon evian thonon gaillard
758,Tripy Makonda (Brest) wins a free kick in the defensive half.,8,tripy makonda brest win free kick defensive half
759,Jonathan AyitA© (Brest) wins a free kick on the left wing.,8,jonathan ayita brest win free kick leave wing
760,Sidney Govou (Evian Thonon Gaillard) is shown the yellow card for a bad foul.,4,sidney govou evian thonon gaillard show yellow card bad foul
761,"Goal!  Brest 1, Evian Thonon Gaillard 2. Bruno Grougi (Brest) from a free kick with a right footed shot to the high centre of the goal.",1,goal brest evian thonon gaillard bruno grougi brest free kick right foot shot high centre goal
762,Nolan Roux (Brest) wins a free kick on the left wing.,8,nolan roux brest win free kick leave wing
763,Foul by Brice Dja DjedjA© (Evian Thonon Gaillard).,3,foul brice dja djedja evian thonon gaillard
764,Attempt missed. Jerome Leroy (Evian Thonon Gaillard) left footed shot from outside the box is just a bit too high. Assisted by Eric TiA© Bi with a through ball.,1,attempt miss jerome leroy evian thonon gaillard leave foot shot outside box bit high assist eric tia bi ball
765,"Attempt missed. Nolan Roux (Brest) right footed shot from outside the box is close, but misses to the left. Assisted by Oscar Ewolo.",1,attempt miss nolan roux brest right foot shot outside box close miss leave assisted oscar ewolo
766,Foul by Johan Martial (Brest).,3,foul johan martial brest
767,Jerome Leroy (Evian Thonon Gaillard) wins a free kick on the right wing.,8,jerome leroy evian thonon gaillard win free kick right wing
768,"Goal!  Brest 2, Evian Thonon Gaillard 2. Benoit Lesoimier (Brest) right footed shot from the centre of the box to the high centre of the goal. Assisted by Romain Poyet.",1,goal brest evian thonon gaillard benoit lesoimier brest right foot shot centre box high centre goal assist romain poyet
769,"Offside, Brest. Bruno Grougi tries a through ball, but Jonathan AyitA© is caught offside.",9,offside brest bruno grougi try ball jonathan ayita catch offside
770,"Substitution, Evian Thonon Gaillard. Mohammed Rabiu replaces Olivier Sorlin because of an injury.",7,substitution evian thonon gaillard mohammed rabiu replaces olivier sorlin injury
771,Foul by Fabrice Ehret (Evian Thonon Gaillard).,3,foul fabrice ehret evian thonon gaillard
772,Romain Poyet (Brest) wins a free kick on the right wing.,8,romain poyet brest win free kick right wing
773,CA©dric Cambon (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,cadric cambon evian thonon gaillard win free kick defensive half
774,Foul by Paul Baysse (Brest).,3,foul paul baysse brest
775,Attempt saved. Nolan Roux (Brest) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Romain Poyet.,1,attempt save nolan roux brest left foot shot centre box save centre goal assist romain poyet
776,"Corner,  Brest. Conceded by Fabrice Ehret.",2,corner brest conceded fabrice ehret
777,"Corner,  Brest. Conceded by Brice Dja DjedjA©.",2,corner brest conceded brice dja djedja
778,Attempt saved. Jonathan AyitA© (Brest) right footed shot from the centre of the box is saved in the bottom left corner.,1,attempt save jonathan ayita brest right foot shot centre box save bottom leave corner
779,"Attempt missed. Ousmane Coulibaly (Brest) right footed shot from the right side of the box is close, but misses to the right. Assisted by Paul Baysse.",1,attempt miss ousmane coulibaly brest right foot shot right side box close miss right assist paul baysse
780,Foul by Bruno Grougi (Brest).,3,foul bruno grougi brest
781,Sidney Govou (Evian Thonon Gaillard) wins a free kick in the attacking half.,8,sidney govou evian thonon gaillard win free kick attack half
782,"Substitution, Evian Thonon Gaillard. KA©vin Berigaud replaces Youssef Adnane.",7,substitution evian thonon gaillard kavin berigaud replaces youssef adnane
783,Foul by Aldo Angoula (Evian Thonon Gaillard).,3,foul aldo angoula evian thonon gaillard
784,Nolan Roux (Brest) wins a free kick on the left wing.,8,nolan roux brest win free kick leave wing
785,"Corner,  Brest. Conceded by Fabrice Ehret.",2,corner brest conceded fabrice ehret
786,Attempt blocked. Ousmane Coulibaly (Brest) left footed shot from outside the box is blocked.,1,attempt block ousmane coulibaly brest left foot shot outside box block
787,"Attempt missed. Johan Martial (Brest) left footed shot from the centre of the box is close, but misses to the left.",1,attempt miss johan martial brest leave foot shot centre box close miss leave
788,"Corner,  Brest. Conceded by Fabrice Ehret.",2,corner brest conceded fabrice ehret
789,Attempt blocked. Johan Martial (Brest) right footed shot from outside the box is blocked.,1,attempt block johan martial brest right foot shot outside box block
790,"Corner,  Brest. Conceded by CA©dric Cambon.",2,corner brest concede cadric cambon
791,"Substitution, Brest. Jhon Culma Jairo replaces Oscar Ewolo.",7,substitution brest jhon culma jairo replaces oscar ewolo
792,Attempt missed. Nolan Roux (Brest) right footed shot from the centre of the box is high and wide to the left. Assisted by Jonathan AyitA© with a cross.,1,attempt miss nolan roux brest right foot shot centre box high wide leave assisted jonathan ayita cross
793,Attempt saved. Nolan Roux (Brest) right footed shot from the right side of the box is saved in the bottom right corner. Assisted by Romain Poyet.,1,attempt save nolan roux brest right foot shot right side box save bottom right corner assist romain poyet
794,Attempt missed. Benoit Lesoimier (Brest) left footed shot from outside the box misses to the right. Assisted by Romain Poyet.,1,attempt miss benoit lesoimier brest left foot shot outside box miss right assist romain poyet
795,Attempt blocked. Jonathan AyitA© (Brest) right footed shot from the right side of the box is blocked. Assisted by Benoit Lesoimier.,1,attempt block jonathan ayita brest right foot shot right side box block assisted benoit lesoimier
796,"Offside, Brest. Romain Poyet tries a through ball, but Jonathan AyitA© is caught offside.",9,offside brest romain poyet try ball jonathan ayita catch offside
797,Foul by Jerome Leroy (Evian Thonon Gaillard).,3,foul jerome leroy evian thonon gaillard
798,Ousmane Coulibaly (Brest) wins a free kick in the defensive half.,8,ousmane coulibaly brest win free kick defensive half
799,Attempt missed. Jonathan AyitA© (Brest) header from the centre of the box is just a bit too high. Assisted by Tripy Makonda with a cross.,1,attempt miss jonathan ayita brest header centre box bit high assist tripy makonda cross
800,"Substitution, Brest. Eden Ben Basat replaces Jonathan AyitA©.",7,substitution brest eden ben basat replaces jonathan ayita
801,Attempt blocked. Romain Poyet (Brest) right footed shot from the right side of the box is blocked. Assisted by Eden Ben Basat.,1,attempt block romain poyet brest right foot shot right side box block assist eden ben basat
802,"Corner,  Brest. Conceded by Fabrice Ehret.",2,corner brest conceded fabrice ehret
803,Attempt missed. Johan Martial (Brest) header from the centre of the box misses to the right. Assisted by Bruno Grougi with a cross following a corner.,1,attempt miss johan martial brest header centre box miss right assist bruno grougi cross follow corner
804,Attempt saved. Nolan Roux (Brest) right footed shot from the left side of the box is saved in the centre of the goal. Assisted by Paul Baysse.,1,attempt save nolan roux brest right foot shot leave side box save centre goal assist paul baysse
805,"Corner,  Brest. Conceded by Quentin Westberg.",2,corner brest concede quentin westberg
806,"Corner,  Brest. Conceded by Brice Dja DjedjA©.",2,corner brest conceded brice dja djedja
807,"Corner,  Brest. Conceded by CA©dric Cambon.",2,corner brest concede cadric cambon
808,"Substitution, Brest. Mario Licka replaces Romain Poyet.",7,substitution brest mario licka replaces romain poyet
809,"Corner,  Brest. Conceded by Mohammed Rabiu.",2,corner brest concede mohammed rabiu
810,"Corner,  Brest. Conceded by Fabrice Ehret.",2,corner brest conceded fabrice ehret
811,Jerome Leroy (Evian Thonon Gaillard) wins a free kick in the attacking half.,8,jerome leroy evian thonon gaillard win free kick attack half
812,Foul by Jhon Culma Jairo (Brest).,3,foul jhon culma jairo brest
813,Jhon Culma Jairo (Brest) is shown the yellow card for a bad foul.,4,jhon culma jairo brest show yellow card bad foul
814,Attempt saved. Aldo Angoula (Evian Thonon Gaillard) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Mohammed Rabiu with a headed pass.,1,attempt save aldo angoula evian thonon gaillard right foot shot centre box save bottom leave corner assist mohammed rabiu head pas
815,"Substitution, Evian Thonon Gaillard. Guillaume Rippert replaces Ali Mmadi.",7,substitution evian thonon gaillard guillaume rippert replaces ali mmadi
816,"Offside, Evian Thonon Gaillard. Fabrice Ehret tries a through ball, but KA©vin Berigaud is caught offside.",9,offside evian thonon gaillard fabrice ehret try ball kavin berigaud catch offside
817,Jerome Leroy (Evian Thonon Gaillard) wins a free kick on the left wing.,8,jerome leroy evian thonon gaillard win free kick leave wing
818,"Corner,  Evian Thonon Gaillard. Conceded by Benoit Lesoimier.",2,corner evian thonon gaillard concede benoit lesoimier
819,Attempt missed. Jerome Leroy (Evian Thonon Gaillard) right footed shot from outside the box misses to the right following a corner.,1,attempt miss jerome leroy evian thonon gaillard right foot shot outside box miss right follow corner
820,Foul by Jhon Culma Jairo (Brest).,3,foul jhon culma jairo brest
821,Aldo Angoula (Evian Thonon Gaillard) wins a free kick in the defensive half.,8,aldo angoula evian thonon gaillard win free kick defensive half
822,Foul by Eden Ben Basat (Brest).,3,foul eden ben basat brest
823,"Offside, Ajaccio. Yoann Poulard tries a through ball, but Richard Socrier is caught offside.",9,offside ajaccio yoann poulard try ball richard socrier caught offside
824,Fabrice Begeorgi (Ajaccio) wins a free kick on the left wing.,8,fabrice begeorgi ajaccio win free kick leave wing
825,Foul by Daniel Congre (Toulouse).,3,foul daniel congre toulouse
